ICD-10-CM Code,Model Variable,Models,POA
S61213S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61214A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61214S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61215A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61215S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61216A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61216S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61217A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61217S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61218A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61218S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61219A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61219S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61220A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61220S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61221A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61221S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61222A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61222S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61223A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61223S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61224A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61224S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61225A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61225S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61226A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61226S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61227A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61227S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61228A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61228S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61229A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61229S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61230A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61230S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61231A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61231S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61232A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61232S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61233A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61233S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61234A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61234S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61235A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61235S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61236A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61236S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61237A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61237S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61238A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61238S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61239A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61239S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61240A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61240S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61241A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61241S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61242A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61242S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61243A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61243S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61244A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61244S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61245A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61245S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61246A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61246S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61247A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61247S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61248A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61248S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61249A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61249S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61250A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61250S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61251A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61251S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61252A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61252S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61253A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61253S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61254A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61254S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61255A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61255S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61256A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61256S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61257A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61257S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61258A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61258S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61259A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61259S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61300A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61300S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61301A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61301S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61302A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61302S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61303A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61303S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61304A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61304S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61305A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61305S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61306A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61306S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61307A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61307S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61308A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61308S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61309A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61309S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61310A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61310S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61311A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61311S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61312A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61312S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61313A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61313S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61314A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61314S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61315A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61315S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61316A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61316S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61317A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61317S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61318A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61318S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61319A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61319S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61320A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61320S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61321A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61321S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61322A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61322S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61323A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61323S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61324A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61324S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61325A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61325S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61326A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61326S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61327A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61327S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61328A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61328S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61329A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61329S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61330A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61330S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61331A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61331S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61332A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61332S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61333A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61333S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61334A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61334S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61335A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61335S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61336A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61336S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61337A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61337S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61338A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61338S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61339A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61339S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61340A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61340S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61341A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61341S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61342A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61342S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61343A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61343S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61344A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61344S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61345A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61345S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61346A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61346S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61347A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61347S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61348A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61348S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61349A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61349S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61350A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61350S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61351A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61351S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61352A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61352S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61353A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61353S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61354A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61354S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61355A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61355S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61356A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61356S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61357A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61357S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61358A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61358S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61359A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61359S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61401A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61401S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61402A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61402S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61409A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61409S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61411A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61411S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61412A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61412S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61419A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61419S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61421A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61421S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61422A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61422S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61429A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61429S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61431A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61431S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61432A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61432S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61439A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61439S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61441A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61441S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61442A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61442S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61449A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61449S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61451A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61451S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61452A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61452S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61459A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61459S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61501A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61501S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61502A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61502S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61509A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61509S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61511A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61511S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61512A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61512S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61519A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61519S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61521A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61521S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61522A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61522S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61529A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61529S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61531A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61531S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61532A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61532S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61539A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61539S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61541A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61541S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61542A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61542S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61549A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61549S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61551A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61551S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61552A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61552S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61559A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61559S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S62001A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S62001B,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S62001S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S62002A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S62002B,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S62002S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S62009A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S62009B,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S62009S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S62011A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S62011B,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S62011S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S62012A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S62012B,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S62012S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S62013A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S62013B,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S62013S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S62014A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S62014B,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S62014S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S62015A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S62015B,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S62015S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S62016A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S62016B,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S62016S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S62021A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S62021B,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S62021S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S62022A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S62022B,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S62022S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S62023A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S62023B,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S62023S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S62024A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S62024B,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S62024S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S62025A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S62025B,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S62025S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S62026A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S62026B,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S62026S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S62031A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S62031B,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S62031S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S62032A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S62032B,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S62032S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S62033A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S62033B,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
